
S&P 500 INDEX,Last: 6824.6602,Change:  41.8502
Date: 10 avril 2026 à 04:32 UTC−4,Bid: 6773.48,Ask: 6860.2598,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 18 2026,SPX260618C05850000,862.51,-2.67,1031.2,1033.5,0,0.2755,0.9163,0.0002,1055,5850.00,SPX260618P05850000,33.1,-7.2,32,33,17,0.2757,-0.0841,0.0002,9057
Thu Jun 18 2026,SPXW260618C05850000,0,0,1028.6,1036.8,0,0.2759,0.9151,0.0002,0,5850.00,SPXW260618P05850000,33.85,-6.9,32.7,33.4,10,0.2763,-0.0852,0.0002,172
Thu Jun 18 2026,SPX260618C05860000,1027.7,43.6,1021.8,1024.1,20,0.2744,0.9148,0.0002,0,5860.00,SPX260618P05860000,33.55,-7.35,32.5,33.5,54,0.2745,-0.0855,0.0002,437
Thu Jun 18 2026,SPXW260618C05860000,0,0,1019.2,1027.4,0,0.2748,0.9137,0.0002,0,5860.00,SPXW260618P05860000,33.5,-7.9,33.2,33.9,8,0.2751,-0.0866,0.0002,195
Thu Jun 18 2026,SPX260618C05870000,965.81,0,1012.4,1014.7,0,0.2733,0.9134,0.0002,0,5870.00,SPX260618P05870000,33.6,-7.95,33,34.1,69,0.2735,-0.0869,0.0002,156
Thu Jun 18 2026,SPXW260618C05870000,705.47,0,1009.8,1018,0,0.2736,0.9123,0.0002,1,5870.00,SPXW260618P05870000,74.1,0,33.8,34.4,0,0.274,-0.088,0.0002,41
Thu Jun 18 2026,SPX260618C05875000,698.07,0,1007.7,1010,0,0.2727,0.9127,0.0002,1285,5875.00,SPX260618P05875000,34.5,-7.45,33.3,34.3,34,0.2729,-0.0877,0.0002,4343
Thu Jun 18 2026,SPXW260618C05875000,0,0,1005.1,1013.3,0,0.273,0.9115,0.0002,0,5875.00,SPXW260618P05875000,33.77,-8.63,34,34.7,13,0.2734,-0.0888,0.0002,235
Thu Jun 18 2026,SPX260618C05880000,0,0,1003,1005.3,0,0.2722,0.9119,0.0002,0,5880.00,SPX260618P05880000,33.7,-8.5,33.5,34.6,64,0.2723,-0.0884,0.0002,236
Thu Jun 18 2026,SPXW260618C05880000,0,0,1000.4,1008.6,0,0.2725,0.9108,0.0002,0,5880.00,SPXW260618P05880000,34.4,-8.35,34.3,35,1,0.2729,-0.0895,0.0002,25
Thu Jun 18 2026,SPX260618C05890000,0,0,993.6,995.9,0,0.271,0.9104,0.0002,0,5890.00,SPX260618P05890000,34.5,-8.2,34.1,35.2,12,0.2712,-0.0899,0.0002,1875
Thu Jun 18 2026,SPXW260618C05890000,0,0,991,999.2,0,0.2713,0.9093,0.0002,0,5890.00,SPXW260618P05890000,76.5,0,34.9,35.5,0,0.2718,-0.091,0.0002,37
Thu Jun 18 2026,SPX260618C05900000,781.01,0,984.2,986.6,0,0.2699,0.9089,0.0002,6288,5900.00,SPX260618P05900000,35.1,-8.3,34.6,35.7,2920,0.27,-0.0914,0.0002,22841
Thu Jun 18 2026,SPXW260618C05900000,769.04,0,981.7,989.8,0,0.2702,0.9077,0.0002,6,5900.00,SPXW260618P05900000,35.96,-8.14,35.4,36.1,28,0.2707,-0.0926,0.0002,920
Thu Jun 18 2026,SPX260618C05910000,0,0,974.9,977.2,0,0.2688,0.9074,0.0002,0,5910.00,SPX260618P05910000,35.6,-8.7,35.2,36.3,22,0.269,-0.093,0.0002,174
Thu Jun 18 2026,SPXW260618C05910000,0,0,972.3,980.4,0,0.269,0.9062,0.0002,0,5910.00,SPXW260618P05910000,36.2,-8.6,36,36.7,29,0.2696,-0.0941,0.0002,126
Thu Jun 18 2026,SPX260618C05920000,0,0,965.5,967.8,0,0.2676,0.9058,0.0002,0,5920.00,SPX260618P05920000,36.5,-8.5,35.8,36.8,20,0.2678,-0.0946,0.0002,595
Thu Jun 18 2026,SPXW260618C05920000,0,0,963,971.1,0,0.2679,0.9046,0.0002,0,5920.00,SPXW260618P05920000,36.7,-8.8,36.6,37.3,11,0.2685,-0.0957,0.0002,37
Thu Jun 18 2026,SPX260618C05925000,1103.8,0,960.9,963.2,0,0.2671,0.905,0.0002,1314,5925.00,SPX260618P05925000,36.47,-8.93,36.1,37.1,84,0.2672,-0.0954,0.0002,3156
Thu Jun 18 2026,SPXW260618C05925000,0,0,958.3,966.3,0,0.2672,0.9038,0.0002,0,5925.00,SPXW260618P05925000,37.25,-8.65,36.9,37.5,54,0.268,-0.0965,0.0002,201
Thu Jun 18 2026,SPX260618C05930000,0,0,956.2,958.5,0,0.2666,0.9042,0.0002,0,5930.00,SPX260618P05930000,37.1,-8.6,36.4,37.4,1,0.2667,-0.0962,0.0002,89
Thu Jun 18 2026,SPXW260618C05930000,0,0,953.7,961.6,0,0.2667,0.903,0.0002,0,5930.00,SPXW260618P05930000,37.6,-8.65,37.2,37.8,13,0.2673,-0.0973,0.0002,70
Thu Jun 18 2026,SPX260618C05940000,0,0,946.9,949.2,0,0.2653,0.9025,0.0002,0,5940.00,SPX260618P05940000,38.65,-7.75,37,38,61,0.2656,-0.0978,0.0002,860
Thu Jun 18 2026,SPXW260618C05940000,714.82,0,944.3,952.4,0,0.2656,0.9013,0.0002,1,5940.00,SPXW260618P05940000,39.35,-7.65,37.8,38.5,10,0.2663,-0.099,0.0002,143
Thu Jun 18 2026,SPX260618C05950000,723.04,0,937.6,939.9,0,0.2643,0.9008,0.0002,1773,5950.00,SPX260618P05950000,37.79,-9.46,37.6,38.6,482,0.2644,-0.0995,0.0002,10058
Thu Jun 18 2026,SPXW260618C05950000,0,0,935,943.1,0,0.2645,0.8996,0.0002,0,5950.00,SPXW260618P05950000,41,-6.75,38.4,39.1,17,0.2651,-0.1007,0.0002,645
Thu Jun 18 2026,SPX260618C05960000,0,0,928.3,930.6,0,0.2632,0.8991,0.0002,0,5960.00,SPX260618P05960000,38.3,-9.7,38.2,39.3,40,0.2634,-0.1012,0.0002,629
Thu Jun 18 2026,SPXW260618C05960000,0,0,925.7,933.6,0,0.2632,0.8979,0.0002,0,5960.00,SPXW260618P05960000,42.64,0,39,39.7,0,0.2639,-0.1024,0.0002,42
Thu Jun 18 2026,SPX260618C05970000,0,0,919,921.3,0,0.2622,0.8974,0.0002,0,5970.00,SPX260618P05970000,39.1,-9.7,38.8,39.9,58,0.2622,-0.103,0.0002,652
Thu Jun 18 2026,SPXW260618C05970000,0,0,916.5,924.3,0,0.2621,0.8962,0.0002,0,5970.00,SPXW260618P05970000,41.4,-7.9,39.7,40.4,2,0.2629,-0.1041,0.0002,27
Thu Jun 18 2026,SPX260618C05975000,1060.8,0,914.5,916.8,0,0.2615,0.8965,0.0002,2232,5975.00,SPX260618P05975000,41.9,-7.3,39.2,40.2,21,0.2617,-0.1039,0.0002,2232
Thu Jun 18 2026,SPXW260618C05975000,770.98,0,911.8,919.7,0,0.2616,0.8953,0.0002,2,5975.00,SPXW260618P05975000,40.28,-9.42,40,40.7,2,0.2623,-0.105,0.0002,86
Thu Jun 18 2026,SPX260618C05980000,0,0,909.7,912,0,0.261,0.8956,0.0002,0,5980.00,SPX260618P05980000,48.41,0,39.5,40.6,0,0.2612,-0.1048,0.0002,318
Thu Jun 18 2026,SPXW260618C05980000,746.3,0,907.2,915.2,0,0.2612,0.8944,0.0002,443,5980.00,SPXW260618P05980000,42.4,-7.7,40.3,41,43,0.2617,-0.1059,0.0002,54
Thu Jun 18 2026,SPX260618C05990000,0,0,900.6,902.9,0,0.2598,0.8938,0.0002,0,5990.00,SPX260618P05990000,54.2,0,40.2,41.2,0,0.26,-0.1066,0.0002,482
Thu Jun 18 2026,SPXW260618C05990000,0,0,898,905.9,0,0.2601,0.8926,0.0002,0,5990.00,SPXW260618P05990000,53.74,0,41,41.7,0,0.2607,-0.1077,0.0002,71
Thu Jun 18 2026,SPX260618C05995000,0,0,895.8,898.1,0,0.2592,0.8929,0.0002,0,5995.00,SPX260618P05995000,52.6,0,40.5,41.6,0,0.2595,-0.1075,0.0002,1
Thu Jun 18 2026,SPX260618C06000000,893.13,37.48,891.2,893.5,6587,0.2588,0.892,0.0002,283922,6000.00,SPX260618P06000000,41.55,-9.35,40.8,41.9,7940,0.2589,-0.1084,0.0002,305788
Thu Jun 18 2026,SPXW260618C06000000,648,0,888.7,896.7,0,0.259,0.8907,0.0002,441,6000.00,SPXW260618P06000000,41.93,-9.87,41.7,42.4,19,0.2596,-0.1096,0.0002,1368
Thu Jun 18 2026,SPX260618C06005000,0,0,886.6,888.9,0,0.2583,0.891,0.0002,0,6005.00,SPX260618P06005000,43.5,-8.1,41.2,42.3,1,0.2584,-0.1093,0.0002,23
Thu Jun 18 2026,SPX260618C06010000,0,0,882,884.3,0,0.2576,0.8901,0.0002,0,6010.00,SPX260618P06010000,49.8,0,41.5,42.6,0,0.2578,-0.1103,0.0002,225
Thu Jun 18 2026,SPXW260618C06010000,0,0,879.5,887.4,0,0.2578,0.8888,0.0002,0,6010.00,SPXW260618P06010000,53.08,0,42.4,43.1,0,0.2584,-0.1115,0.0002,41
Thu Jun 18 2026,SPX260618C06015000,0,0,877.4,879.7,0,0.2571,0.8891,0.0002,0,6015.00,SPX260618P06015000,42.4,-10.05,41.9,43,116,0.2573,-0.1112,0.0002,329
Thu Jun 18 2026,SPXW260618C06015000,0,0,875.2,882.7,0,0.2567,0.8879,0.0002,0,6015.00,SPXW260618P06015000,42.8,-10.2,42.7,43.4,1,0.2578,-0.1124,0.0002,1
Thu Jun 18 2026,SPX260618C06020000,969.77,0,872.7,875,0,0.2565,0.8882,0.0002,2,6020.00,SPX260618P06020000,44.4,-8.5,42.2,43.3,2,0.2567,-0.1122,0.0002,404
Thu Jun 18 2026,SPXW260618C06020000,0,0,870.3,878.2,0,0.2567,0.8869,0.0002,0,6020.00,SPXW260618P06020000,44.6,-8.9,43.1,43.8,1,0.2574,-0.1134,0.0002,45
Thu Jun 18 2026,SPX260618C06025000,879.91,46.96,868.1,870.4,1,0.256,0.8872,0.0002,2122,6025.00,SPX260618P06025000,44.6,-8.85,42.6,43.6,10,0.2561,-0.1132,0.0002,1865
Thu Jun 18 2026,SPXW260618C06025000,0,0,865.7,873.6,0,0.2562,0.8859,0.0002,0,6025.00,SPXW260618P06025000,44.06,-9.84,43.4,44.1,5,0.2567,-0.1144,0.0002,184
Thu Jun 18 2026,SPX260618C06030000,963.71,0,863.5,865.8,0,0.2554,0.8862,0.0002,1,6030.00,SPX260618P06030000,52.55,0,42.9,44,0,0.2556,-0.1141,0.0002,418
Thu Jun 18 2026,SPXW260618C06030000,0,0,861.1,868.8,0,0.2555,0.885,0.0002,200,6030.00,SPXW260618P06030000,44.08,-10.27,43.8,44.5,2,0.2562,-0.1153,0.0002,59
Thu Jun 18 2026,SPX260618C06035000,0,0,858.9,861.2,0,0.2549,0.8852,0.0003,0,6035.00,SPX260618P06035000,96,0,43.3,44.5,0,0.2552,-0.1151,0.0003,354
Thu Jun 18 2026,SPXW260618C06035000,0,0,856.9,865.1,0,0.2545,0.884,0.0003,0,6035.00,SPXW260618P06035000,99.8,0,44.1,44.9,0,0.2556,-0.1163,0.0003,2
Thu Jun 18 2026,SPX260618C06040000,0,0,854.4,856.7,0,0.2543,0.8842,0.0003,0,6040.00,SPX260618P06040000,44,-10.7,43.7,44.7,442,0.2545,-0.1161,0.0003,1659
Thu Jun 18 2026,SPXW260618C06040000,0,0,851.9,859.6,0,0.2544,0.883,0.0003,2,6040.00,SPXW260618P06040000,49.8,0,44.5,45.2,0,0.2551,-0.1173,0.0003,134
Thu Jun 18 2026,SPX260618C06045000,0,0,849.8,852.1,0,0.2538,0.8832,0.0003,0,6045.00,SPX260618P06045000,46.2,-8.7,44,45.2,130,0.254,-0.1171,0.0003,244
Thu Jun 18 2026,SPXW260618C06045000,0,0,847.1,855.9,0,0.2536,0.882,0.0003,0,6045.00,SPXW260618P06045000,85.6,0,44.9,45.6,0,0.2546,-0.1183,0.0003,1
Thu Jun 18 2026,SPX260618C06050000,623.9,0,845.2,847.5,0,0.2534,0.8822,0.0003,1462,6050.00,SPX260618P06050000,44.7,-10.95,44.4,45.5,54,0.2534,-0.1181,0.0003,8863
Thu Jun 18 2026,SPXW260618C06050000,673.6,0,842.8,850.6,0,0.2535,0.8809,0.0003,6,6050.00,SPXW260618P06050000,45.89,-10.31,45.3,46,18,0.254,-0.1194,0.0003,864
Thu Jun 18 2026,SPX260618C06055000,0,0,840.6,842.9,0,0.2528,0.8812,0.0003,0,6055.00,SPX260618P06055000,54.7,-1.35,44.8,46,21,0.253,-0.1192,0.0003,22
Thu Jun 18 2026,SPXW260618C06055000,0,0,838.5,845.9,0,0.2524,0.8799,0.0003,0,6055.00,SPXW260618P06055000,87.63,0,45.6,46.4,0,0.2534,-0.1204,0.0003,1
Thu Jun 18 2026,SPX260618C06060000,0,0,836,838.3,0,0.2522,0.8802,0.0003,0,6060.00,SPX260618P06060000,45.73,-10.82,45.2,46.2,3,0.2523,-0.1202,0.0003,289
Thu Jun 18 2026,SPXW260618C06060000,561.42,0,833.6,841.3,0,0.2522,0.8789,0.0003,1,6060.00,SPXW260618P06060000,46.2,-10.9,46,46.8,3,0.2529,-0.1214,0.0003,64
Thu Jun 18 2026,SPX260618C06065000,532.5,0,831.4,833.7,0,0.2516,0.8791,0.0003,4,6065.00,SPX260618P06065000,56.4,0,45.6,46.8,0,0.252,-0.1212,0.0003,30
Thu Jun 18 2026,SPXW260618C06065000,0,0,828.6,836.8,0,0.2514,0.8778,0.0003,0,6065.00,SPXW260618P06065000,0,0,46.4,47.2,0,0.2523,-0.1225,0.0003,0
Thu Jun 18 2026,SPX260618C06070000,0,0,826.9,829.2,0,0.2511,0.8781,0.0003,0,6070.00,SPX260618P06070000,47.2,-10.25,46,47,8,0.2512,-0.1223,0.0003,535
Thu Jun 18 2026,SPXW260618C06070000,499.2,0,824.5,832.2,0,0.2512,0.8768,0.0003,3,6070.00,SPXW260618P06070000,57.45,0,46.8,47.6,0,0.2518,-0.1235,0.0003,66
Thu Jun 18 2026,SPX260618C06075000,524.6,0,822.3,824.6,0,0.2506,0.877,0.0003,653,6075.00,SPX260618P06075000,48.4,-9.65,46.4,47.4,4,0.2507,-0.1233,0.0003,6153
Thu Jun 18 2026,SPXW260618C06075000,479.7,0,819.9,827.7,0,0.2507,0.8757,0.0003,4,6075.00,SPXW260618P06075000,58.9,0,47.2,48,0,0.2512,-0.1246,0.0003,181
Thu Jun 18 2026,SPX260618C06080000,0,0,817.8,820,0,0.25,0.876,0.0003,0,6080.00,SPX260618P06080000,46.6,-11.95,46.8,47.8,11,0.2502,-0.1244,0.0003,636
Thu Jun 18 2026,SPXW260618C06080000,546.04,0,815.3,823.1,0,0.2501,0.8746,0.0003,5,6080.00,SPXW260618P06080000,59.4,0,47.6,48.4,0,0.2507,-0.1257,0.0003,43
Thu Jun 18 2026,SPX260618C06085000,0,0,813.2,815.5,0,0.2495,0.8749,0.0003,0,6085.00,SPX260618P06085000,91.4,0,47.1,48.3,0,0.2496,-0.1255,0.0003,186
Thu Jun 18 2026,SPXW260618C06085000,479.7,0,810.5,818.6,0,0.2494,0.8736,0.0003,4,6085.00,SPXW260618P06085000,0,0,48,48.8,0,0.2502,-0.1267,0.0003,0
Thu Jun 18 2026,SPX260618C06090000,575.3,0,808.6,810.9,0,0.2489,0.8738,0.0003,2,6090.00,SPX260618P06090000,47.75,-11.8,47.6,48.6,17,0.2491,-0.1266,0.0003,694
Thu Jun 18 2026,SPXW260618C06090000,505.6,0,806.2,814,0,0.249,0.8725,0.0003,3,6090.00,SPXW260618P06090000,49.3,-10.7,48.4,49.2,12,0.2497,-0.1278,0.0003,93
Thu Jun 18 2026,SPX260618C06095000,632.43,0,804.1,806.4,0,0.2484,0.8727,0.0003,1,6095.00,SPX260618P06095000,47.84,-12.11,48,49.2,1,0.2487,-0.1277,0.0003,17
Thu Jun 18 2026,SPXW260618C06095000,0,0,801.5,809.5,0,0.2484,0.8714,0.0003,0,6095.00,SPXW260618P06095000,49.2,-11.3,48.8,49.6,6,0.2491,-0.1289,0.0003,6
Thu Jun 18 2026,SPX260618C06100000,620.03,0,799.5,801.8,0,0.2478,0.8716,0.0003,5531,6100.00,SPX260618P06100000,48.24,-12.21,48.4,49.5,3363,0.248,-0.1288,0.0003,24888
Thu Jun 18 2026,SPXW260618C06100000,498.2,0,797.1,804.9,0,0.2479,0.8702,0.0003,4,6100.00,SPXW260618P06100000,49.4,-11.6,49.3,50,52,0.2485,-0.13,0.0003,1645
Thu Jun 18 2026,SPX260618C06105000,0,0,795,797.3,0,0.2473,0.8704,0.0003,0,6105.00,SPX260618P06105000,60.64,0,48.8,50,0,0.2475,-0.1299,0.0003,45
Thu Jun 18 2026,SPXW260618C06105000,497.4,0,792.4,800.4,0,0.2473,0.8691,0.0003,3,6105.00,SPXW260618P06105000,50.7,-10.8,49.7,50.4,4,0.248,-0.1312,0.0003,29
Thu Jun 18 2026,SPX260618C06110000,869.85,0,790.4,792.7,0,0.2467,0.8693,0.0003,0,6110.00,SPX260618P06110000,49.4,-12.15,49.2,50.3,3,0.2469,-0.131,0.0003,903
Thu Jun 18 2026,SPXW260618C06110000,489.4,0,788.1,795.8,0,0.2469,0.868,0.0003,9,6110.00,SPXW260618P06110000,50.2,-11.85,50.1,50.9,6,0.2475,-0.1323,0.0003,32
Thu Jun 18 2026,SPX260618C06115000,0,0,785.9,788.2,0,0.2463,0.8682,0.0003,0,6115.00,SPX260618P06115000,95.5,0,49.6,50.8,0,0.2464,-0.1322,0.0003,80
Thu Jun 18 2026,SPXW260618C06115000,487.2,0,783.1,791.1,0,0.2458,0.8668,0.0003,3,6115.00,SPXW260618P06115000,50.2,-12.4,50.5,51.3,4,0.2469,-0.1335,0.0003,8
Thu Jun 18 2026,SPX260618C06120000,0,0,781.4,783.7,0,0.2456,0.867,0.0003,0,6120.00,SPX260618P06120000,50.3,-12.25,50.1,51.2,3,0.2459,-0.1333,0.0003,631
Thu Jun 18 2026,SPXW260618C06120000,0,0,779,786.7,0,0.2458,0.8657,0.0003,0,6120.00,SPXW260618P06120000,50.8,-12.3,51,51.7,27,0.2464,-0.1346,0.0003,57
Thu Jun 18 2026,SPX260618C06125000,992.79,0,776.8,779.1,0,0.2451,0.8659,0.0003,924,6125.00,SPX260618P06125000,51,-12.15,50.5,51.6,364,0.2453,-0.1345,0.0003,2204
Thu Jun 18 2026,SPXW260618C06125000,722.97,0,774.5,782.2,0,0.2452,0.8645,0.0003,2,6125.00,SPXW260618P06125000,51.2,-12.4,51.4,52.2,32,0.2459,-0.1358,0.0003,135
Thu Jun 18 2026,SPX260618C06130000,912.7,0,772.3,774.6,0,0.2446,0.8647,0.0003,3,6130.00,SPX260618P06130000,50.7,-12.95,50.9,52,4,0.2447,-0.1356,0.0003,420
Thu Jun 18 2026,SPXW260618C06130000,0,0,770,777.6,0,0.2447,0.8634,0.0003,0,6130.00,SPXW260618P06130000,51.6,-12.6,51.8,52.6,3,0.2453,-0.1369,0.0003,77
Thu Jun 18 2026,SPX260618C06135000,0,0,767.8,770.1,0,0.244,0.8635,0.0003,0,6135.00,SPX260618P06135000,103.7,0,51.4,52.6,0,0.2443,-0.1368,0.0003,82
Thu Jun 18 2026,SPXW260618C06135000,0,0,765,773.2,0,0.2438,0.8622,0.0003,0,6135.00,SPXW260618P06135000,99.7,0,52.3,53.1,0,0.2447,-0.1381,0.0003,14
Thu Jun 18 2026,SPX260618C06140000,671.3,0,763.3,765.6,0,0.2435,0.8623,0.0003,14,6140.00,SPX260618P06140000,52,-12.65,51.8,52.9,4,0.2436,-0.138,0.0003,564
Thu Jun 18 2026,SPXW260618C06140000,662.13,0,760.9,768.6,0,0.2435,0.861,0.0003,101,6140.00,SPXW260618P06140000,54.77,-10.43,52.7,53.5,1,0.2442,-0.1393,0.0003,50
Thu Jun 18 2026,SPX260618C06145000,0,0,758.8,761,0,0.2429,0.8611,0.0003,0,6145.00,SPX260618P06145000,52.62,-12.48,52.3,53.5,3,0.2432,-0.1392,0.0003,76
Thu Jun 18 2026,SPXW260618C06145000,0,0,756.8,764.1,0,0.2427,0.8598,0.0003,0,6145.00,SPXW260618P06145000,110.4,0,53.2,54,0,0.2436,-0.1405,0.0003,64
Thu Jun 18 2026,SPX260618C06150000,586.38,0,754.3,756.5,0,0.2424,0.8599,0.0003,2226,6150.00,SPX260618P06150000,52.8,-13,52.7,53.8,337,0.2425,-0.1404,0.0003,11388
Thu Jun 18 2026,SPXW260618C06150000,562.09,0,751.9,759.6,0,0.2425,0.8586,0.0003,3,6150.00,SPXW260618P06150000,53.13,-13.22,53.6,54.4,2,0.2431,-0.1417,0.0003,118
Thu Jun 18 2026,SPX260618C06155000,0,0,749.8,752,0,0.2418,0.8587,0.0003,0,6155.00,SPX260618P06155000,53.5,-12.8,53.2,54.4,14,0.2421,-0.1417,0.0003,115
Thu Jun 18 2026,SPXW260618C06155000,0,0,747.3,755.2,0,0.2419,0.8573,0.0003,0,6155.00,SPXW260618P06155000,163.6,0,54.1,54.9,0,0.2426,-0.143,0.0003,14
Thu Jun 18 2026,SPX260618C06160000,672.9,0,745.3,747.5,0,0.2413,0.8574,0.0003,9,6160.00,SPX260618P06160000,53.2,-13.7,53.7,54.8,147,0.2415,-0.1429,0.0003,762
Thu Jun 18 2026,SPXW260618C06160000,465.9,0,742.9,750.5,0,0.2413,0.8561,0.0003,2,6160.00,SPXW260618P06160000,55.85,-11.65,54.6,55.3,3,0.242,-0.1442,0.0003,82
Thu Jun 18 2026,SPX260618C06165000,0,0,740.8,743,0,0.2407,0.8562,0.0003,0,6165.00,SPX260618P06165000,54,-13.45,54.1,55.4,36,0.241,-0.1441,0.0003,297
Thu Jun 18 2026,SPXW260618C06165000,465.9,0,738.3,746.2,0,0.2408,0.8548,0.0003,1,6165.00,SPXW260618P06165000,104.8,0,55,55.8,0,0.2414,-0.1455,0.0003,61
Thu Jun 18 2026,SPX260618C06170000,664.7,0,736.3,738.6,0,0.2402,0.8549,0.0003,8,6170.00,SPX260618P06170000,54.7,-13.3,54.6,55.7,10,0.2404,-0.1454,0.0003,369
Thu Jun 18 2026,SPXW260618C06170000,0,0,734.5,741.5,0,0.2401,0.8536,0.0003,0,6170.00,SPXW260618P06170000,67.07,0,55.5,56.3,0,0.2409,-0.1467,0.0003,39
Thu Jun 18 2026,SPX260618C06175000,661.6,0,731.8,734.1,0,0.2397,0.8537,0.0003,1401,6175.00,SPX260618P06175000,55.72,-12.88,55.1,56.2,168,0.2399,-0.1467,0.0003,3864
Thu Jun 18 2026,SPXW260618C06175000,455.4,0,729.6,737.1,0,0.2398,0.8523,0.0003,2,6175.00,SPXW260618P06175000,56.3,-12.9,56,56.8,4,0.2404,-0.148,0.0003,81
Thu Jun 18 2026,SPX260618C06180000,557.13,0,727.3,729.6,0,0.2392,0.8524,0.0003,0,6180.00,SPX260618P06180000,55.8,-13.4,55.6,56.7,41,0.2394,-0.148,0.0003,1511
Thu Jun 18 2026,SPXW260618C06180000,0,0,725.1,732.6,0,0.2393,0.851,0.0003,0,6180.00,SPXW260618P06180000,68.45,0,56.5,57.3,0,0.2398,-0.1493,0.0003,27
Thu Jun 18 2026,SPX260618C06185000,557.07,0,722.8,725.1,0,0.2386,0.8511,0.0003,1,6185.00,SPX260618P06185000,67.8,0,56,57.3,0,0.2388,-0.1492,0.0003,30
Thu Jun 18 2026,SPXW260618C06185000,0,0,720.4,728.2,0,0.2386,0.8497,0.0003,5,6185.00,SPXW260618P06185000,126.6,0,57,57.8,0,0.2392,-0.1506,0.0003,14
Thu Jun 18 2026,SPX260618C06190000,859.36,0,718.4,720.6,0,0.238,0.8498,0.0003,2,6190.00,SPX260618P06190000,56,-14.3,56.5,57.6,1,0.2382,-0.1506,0.0003,696
Thu Jun 18 2026,SPXW260618C06190000,0,0,716.6,723.6,0,0.238,0.8484,0.0003,0,6190.00,SPXW260618P06190000,119.39,0,57.5,58.3,0,0.2387,-0.1519,0.0003,45
Thu Jun 18 2026,SPX260618C06195000,0,0,713.9,716.2,0,0.2375,0.8485,0.0003,0,6195.00,SPX260618P06195000,107.55,0,57,58.3,0,0.2378,-0.1519,0.0003,344
Thu Jun 18 2026,SPXW260618C06195000,0,0,711.5,719.3,0,0.2376,0.8471,0.0003,3,6195.00,SPXW260618P06195000,65.05,0,58,58.8,0,0.2382,-0.1532,0.0003,45
Thu Jun 18 2026,SPX260618C06200000,668.05,0,709.4,711.7,0,0.237,0.8472,0.0003,6518,6200.00,SPX260618P06200000,58.12,-13.43,57.5,58.6,1032,0.2371,-0.1532,0.0003,24901
Thu Jun 18 2026,SPXW260618C06200000,682.17,3.92,707.2,714.7,6,0.237,0.8458,0.0003,98,6200.00,SPXW260618P06200000,61.5,-10.7,58.5,59.3,31,0.2376,-0.1545,0.0003,828
Thu Jun 18 2026,SPX260618C06205000,0,0,705,707.3,0,0.2364,0.8458,0.0003,0,6205.00,SPX260618P06205000,113.43,0,58,59.3,0,0.2367,-0.1545,0.0003,116
Thu Jun 18 2026,SPXW260618C06205000,0,0,702.6,710.4,0,0.2365,0.8444,0.0003,0,6205.00,SPXW260618P06205000,115.98,0,59,59.8,0,0.237,-0.1559,0.0003,9
Thu Jun 18 2026,SPX260618C06210000,426.5,0,700.5,702.8,0,0.2359,0.8445,0.0003,33,6210.00,SPX260618P06210000,59,-13.65,58.5,59.7,6,0.236,-0.1559,0.0003,376
Thu Jun 18 2026,SPXW260618C06210000,409.2,0,698.4,705.8,0,0.236,0.8431,0.0003,6,6210.00,SPXW260618P06210000,65.85,-7.55,59.5,60.3,1,0.2366,-0.1572,0.0003,79
Thu Jun 18 2026,SPX260618C06215000,507.14,0,696.1,698.3,0,0.2353,0.8431,0.0003,2,6215.00,SPX260618P06215000,59.3,-14.05,59,60.3,10,0.2355,-0.1572,0.0003,132
Thu Jun 18 2026,SPXW260618C06215000,475.1,0,693.7,701.5,0,0.2354,0.8417,0.0003,2,6215.00,SPXW260618P06215000,67.25,0,60,60.8,0,0.2361,-0.1586,0.0003,45
Thu Jun 18 2026,SPX260618C06220000,724.3,0,691.6,693.9,0,0.2348,0.8417,0.0004,6,6220.00,SPX260618P06220000,59.5,-14.45,59.6,60.7,3,0.235,-0.1586,0.0004,1050
Thu Jun 18 2026,SPXW260618C06220000,0,0,689.5,696.9,0,0.2349,0.8403,0.0004,0,6220.00,SPXW260618P06220000,69.7,0,60.5,61.3,0,0.2355,-0.16,0.0004,64
Thu Jun 18 2026,SPX260618C06225000,522.45,0,687.2,689.5,0,0.2342,0.8403,0.0004,1504,6225.00,SPX260618P06225000,60.97,-13.68,60.1,61.2,58,0.2344,-0.16,0.0004,3821
Thu Jun 18 2026,SPXW260618C06225000,429.8,0,685.5,692.4,0,0.2342,0.8389,0.0004,6,6225.00,SPXW260618P06225000,70.3,-14.27,61,61.8,0,0.2349,-0.1614,0.0004,205
Thu Jun 18 2026,SPX260618C06230000,640.3,0,682.8,685,0,0.2337,0.8389,0.0004,25,6230.00,SPX260618P06230000,60.5,-14.7,60.6,61.8,3,0.2339,-0.1614,0.0004,871
Thu Jun 18 2026,SPXW260618C06230000,0,0,680.4,688,0,0.2337,0.8375,0.0004,0,6230.00,SPXW260618P06230000,116.17,0,61.6,62.4,0,0.2344,-0.1628,0.0004,198
Thu Jun 18 2026,SPX260618C06235000,0,0,678.3,680.6,0,0.2332,0.8375,0.0004,0,6235.00,SPX260618P06235000,134.2,0,61.1,62.4,0,0.2334,-0.1628,0.0004,49
