
S&P 500 INDEX,Last: 6824.6602,Change:  41.8502
Date: 10 avril 2026 à 04:32 UTC−4,Bid: 6773.48,Ask: 6860.2598,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 18 2026,SPX260618C06920000,155.1,17.2,150.3,152,39,0.1518,0.4598,0.0009,215,6920.00,SPX260618P06920000,210.1,-35.95,212.1,214.1,3,0.1521,-0.5406,0.0009,454
Thu Jun 18 2026,SPXW260618C06920000,155.1,16.25,151.5,152.8,4,0.1527,0.4599,0.0009,81,6920.00,SPXW260618P06920000,210.6,-36.2,213.9,215,17,0.1526,-0.5404,0.0009,50
Thu Jun 18 2026,SPX260618C06925000,152.3,17.05,147.5,149,26,0.1511,0.4552,0.0009,4028,6925.00,SPX260618P06925000,210.2,-38.15,214.4,216.3,12,0.1516,-0.5452,0.0009,3320
Thu Jun 18 2026,SPXW260618C06925000,151.9,15.7,149,150,10,0.1521,0.4553,0.0009,163,6925.00,SPXW260618P06925000,213,-36.15,216.1,217.1,16,0.1519,-0.545,0.0009,135
Thu Jun 18 2026,SPX260618C06930000,150.2,17.6,144.7,146.1,19,0.1505,0.4506,0.0009,306,6930.00,SPX260618P06930000,375.92,0,216.5,218.4,0,0.151,-0.5498,0.0009,294
Thu Jun 18 2026,SPXW260618C06930000,149.2,15.65,146.2,147.2,3,0.1516,0.4508,0.0009,182,6930.00,SPXW260618P06930000,258.47,0,218.2,219.2,0,0.1514,-0.5495,0.0009,60
Thu Jun 18 2026,SPX260618C06935000,146.4,16.4,141.9,143.4,56,0.1499,0.4459,0.0009,35,6935.00,SPX260618P06935000,222,-31.05,218.6,220.6,1,0.1503,-0.5544,0.0009,22
Thu Jun 18 2026,SPX260618C06940000,143.8,16.35,139.1,140.6,20,0.1493,0.4413,0.0009,374,6940.00,SPX260618P06940000,218.6,-36.8,220.8,222.8,3,0.1498,-0.5591,0.0009,272
Thu Jun 18 2026,SPXW260618C06940000,132.95,0,140.5,141.6,0,0.1503,0.4415,0.0009,73,6940.00,SPXW260618P06940000,220,-36.1,222.6,223.6,7,0.1501,-0.5588,0.0009,7
Thu Jun 18 2026,SPX260618C06945000,141.1,16.2,136.4,137.9,11,0.1488,0.4366,0.0009,51,6945.00,SPX260618P06945000,220.8,-37.05,223.2,225,2,0.1492,-0.5638,0.0009,23
Thu Jun 18 2026,SPX260618C06950000,138.1,15.75,133.7,135.1,410,0.1481,0.4319,0.0009,9806,6950.00,SPX260618P06950000,223,-37.3,225.4,227.3,45,0.1486,-0.5685,0.0009,6599
Thu Jun 18 2026,SPXW260618C06950000,139.9,16.6,135.2,136.2,16,0.1492,0.4322,0.0009,329,6950.00,SPXW260618P06950000,224,-37.15,227.1,228.1,14,0.149,-0.5681,0.0009,336
Thu Jun 18 2026,SPX260618C06955000,135.6,15.7,131.1,132.5,42,0.1476,0.4271,0.0009,308,6955.00,SPX260618P06955000,248.7,0,227.6,229.6,0,0.148,-0.5732,0.0009,20
Thu Jun 18 2026,SPX260618C06960000,132.8,15.35,128.4,130,4,0.1471,0.4224,0.0009,656,6960.00,SPX260618P06960000,252.9,0,230.1,232,0,0.1475,-0.578,0.0009,520
Thu Jun 18 2026,SPXW260618C06960000,133,14.65,129.9,130.9,15,0.148,0.4228,0.0009,98,6960.00,SPXW260618P06960000,227.7,-38.25,231.7,232.7,7,0.1479,-0.5775,0.0009,27
Thu Jun 18 2026,SPX260618C06965000,133,18,125.8,127.3,1,0.1465,0.4176,0.0009,158,6965.00,SPX260618P06965000,263.3,-4.5,232.3,234.3,1,0.1469,-0.5827,0.0009,63
Thu Jun 18 2026,SPX260618C06970000,125.4,12.8,123.3,124.8,13,0.1459,0.4128,0.0009,199,6970.00,SPX260618P06970000,234.64,-35.76,234.7,236.7,3,0.1464,-0.5875,0.0009,113
Thu Jun 18 2026,SPXW260618C06970000,127.6,14.1,124.6,125.6,6,0.1468,0.4133,0.0009,115,6970.00,SPXW260618P06970000,233.2,-37.85,236.4,237.4,28,0.1468,-0.587,0.0009,334
Thu Jun 18 2026,SPX260618C06975000,127.7,17.4,120.7,122.1,5,0.1453,0.408,0.0009,2138,6975.00,SPX260618P06975000,234.7,-38.25,237.2,239.1,2,0.1458,-0.5923,0.0009,1055
Thu Jun 18 2026,SPXW260618C06975000,125,13.85,122.1,123.1,44,0.1464,0.4085,0.0009,217,6975.00,SPXW260618P06975000,243.2,-30.45,238.8,240,3,0.1462,-0.5918,0.0009,130
Thu Jun 18 2026,SPX260618C06980000,123.7,15.8,118.2,119.6,6,0.1448,0.4032,0.0009,244,6980.00,SPX260618P06980000,237.1,-38.5,239.7,241.5,2,0.1453,-0.5971,0.0009,73
Thu Jun 18 2026,SPXW260618C06980000,122.4,13.65,119.6,120.6,41,0.1457,0.4037,0.0009,120,6980.00,SPXW260618P06980000,238.2,-38.05,241.2,242.4,7,0.1457,-0.5966,0.0009,64
Thu Jun 18 2026,SPX260618C06985000,119.8,14.2,115.7,117.3,37,0.1443,0.3984,0.0009,156,6985.00,SPX260618P06985000,239.5,-38.65,242.1,243.9,2,0.1447,-0.602,0.0009,78
Thu Jun 18 2026,SPX260618C06990000,116.7,13.4,113.2,114.8,75,0.1438,0.3935,0.0009,226,6990.00,SPX260618P06990000,242,-38.9,244.6,246.4,3,0.1442,-0.6068,0.0009,151
Thu Jun 18 2026,SPXW260618C06990000,119.1,14.95,114.6,115.6,9,0.1446,0.3941,0.0009,163,6990.00,SPXW260618P06990000,246.4,-35.15,246.2,247.2,7,0.1446,-0.6062,0.0009,67
Thu Jun 18 2026,SPX260618C06995000,115,115,110.8,112.3,4,0.1432,0.3887,0.0009,4,6995.00,SPX260618P06995000,0,0,247.1,249,0,0.1436,-0.6117,0.0009,0
Thu Jun 18 2026,SPX260618C07000000,109.88,12.1,108.4,109.7,10406,0.1426,0.3838,0.0009,294444,7000.00,SPX260618P07000000,250.4,-35.9,249.7,251.6,7318,0.1431,-0.6166,0.0009,278749
Thu Jun 18 2026,SPXW260618C07000000,114.09,-2.33,109.7,110.7,122,0.1435,0.3844,0.0009,1343,7000.00,SPXW260618P07000000,247.6,-39.4,251,252.5,15,0.1436,-0.6159,0.0009,373
Thu Jun 18 2026,SPX260618C07005000,110,110,106,107.5,3,0.1421,0.3789,0.0009,3,7005.00,SPX260618P07005000,0,0,252.3,254.1,0,0.1425,-0.6214,0.0009,0
Thu Jun 18 2026,SPX260618C07010000,110.1,15.6,103.7,105.2,81,0.1416,0.374,0.0009,1297,7010.00,SPX260618P07010000,279.16,-12.79,254.8,256.8,1,0.142,-0.6263,0.0009,306
Thu Jun 18 2026,SPXW260618C07010000,109.3,14,105,106,47,0.1425,0.3747,0.0009,864,7010.00,SPXW260618P07010000,372.98,0,256.4,257.5,0,0.1423,-0.6256,0.0009,38
Thu Jun 18 2026,SPX260618C07015000,0,0,101.3,102.8,0,0.141,0.3691,0.0009,0,7015.00,SPX260618P07015000,287.2,287.2,257.6,259.4,1,0.1416,-0.6312,0.0009,1
Thu Jun 18 2026,SPX260618C07020000,103.1,12.8,99.1,100.6,46,0.1406,0.3642,0.0009,1053,7020.00,SPX260618P07020000,257.3,-40.3,260.3,262.1,2,0.141,-0.6361,0.0009,166
Thu Jun 18 2026,SPXW260618C07020000,104.6,13.55,100.4,101.4,6,0.1414,0.365,0.0009,138,7020.00,SPXW260618P07020000,387,0,261.8,263,0,0.1413,-0.6353,0.0009,20
Thu Jun 18 2026,SPX260618C07025000,101.5,13.3,96.8,98.4,7,0.14,0.3594,0.0009,1809,7025.00,SPX260618P07025000,260,-40.6,263,264.8,12,0.1405,-0.641,0.0009,1069
Thu Jun 18 2026,SPXW260618C07025000,102.3,13.35,98.1,99.1,10,0.1409,0.3601,0.0009,372,7025.00,SPXW260618P07025000,445.23,0,264.5,265.5,0,0.1407,-0.6402,0.0009,140
Thu Jun 18 2026,SPX260618C07030000,98.4,12.25,94.6,96.2,6,0.1396,0.3545,0.0009,240,7030.00,SPX260618P07030000,485.45,0,265.7,267.5,0,0.14,-0.6459,0.0009,184
Thu Jun 18 2026,SPXW260618C07030000,96.65,9.7,95.9,96.9,22,0.1404,0.3552,0.0009,77,7030.00,SPXW260618P07030000,355.8,0,267.2,268.2,0,0.1403,-0.6451,0.0009,40
Thu Jun 18 2026,SPX260618C07035000,96.4,96.4,92.4,94,2,0.139,0.3496,0.0009,2,7035.00,SPX260618P07035000,265.5,265.5,268.5,270.6,2,0.1394,-0.6508,0.0009,2
Thu Jun 18 2026,SPX260618C07040000,96.2,14.05,90.3,91.9,5,0.1386,0.3447,0.0009,1733,7040.00,SPX260618P07040000,520.43,0,271.1,273.1,0,0.1389,-0.6557,0.0009,171
Thu Jun 18 2026,SPXW260618C07040000,92.3,9.35,91.6,92.5,12,0.1393,0.3455,0.0009,75,7040.00,SPXW260618P07040000,398.6,0,272.5,274,0,0.1393,-0.6548,0.0009,24
Thu Jun 18 2026,SPX260618C07045000,94.5,94.5,88.2,89.8,2,0.1381,0.3398,0.0009,2,7045.00,SPX260618P07045000,0,0,274.2,276.3,0,0.1384,-0.6606,0.0009,0
Thu Jun 18 2026,SPX260618C07050000,89.9,11.6,86.1,87.5,169,0.1375,0.3349,0.0009,8129,7050.00,SPX260618P07050000,273.8,-41.7,277,278.9,4,0.1379,-0.6654,0.0009,5386
Thu Jun 18 2026,SPXW260618C07050000,91.85,12.8,87.3,88.3,17,0.1383,0.3358,0.0009,412,7050.00,SPXW260618P07050000,471.05,0,278.5,279.5,0,0.1382,-0.6646,0.0009,126
Thu Jun 18 2026,SPX260618C07055000,0,0,84.1,85.6,0,0.1371,0.33,0.0009,0,7055.00,SPX260618P07055000,0,0,279.9,282.1,0,0.1375,-0.6703,0.0009,0
Thu Jun 18 2026,SPX260618C07060000,86.5,11.95,82.1,83.6,5,0.1366,0.3252,0.0009,501,7060.00,SPX260618P07060000,437.92,0,282.9,285,0,0.137,-0.6752,0.0009,55
Thu Jun 18 2026,SPXW260618C07060000,74.4,-0.9,83.3,84.2,24,0.1374,0.326,0.0009,80,7060.00,SPXW260618P07060000,325.2,0,284.3,285.5,0,0.1373,-0.6742,0.0009,46
Thu Jun 18 2026,SPX260618C07065000,83.9,83.9,80.1,81.6,11,0.1362,0.3203,0.0009,11,7065.00,SPX260618P07065000,0,0,285.8,288,0,0.1365,-0.68,0.0009,0
Thu Jun 18 2026,SPX260618C07070000,83.4,12.4,78.1,79.6,1,0.1357,0.3154,0.0009,101,7070.00,SPX260618P07070000,542.1,0,288.9,291,0,0.1361,-0.6849,0.0009,53
Thu Jun 18 2026,SPXW260618C07070000,82.4,10.75,79.3,80.2,9,0.1364,0.3164,0.0009,95,7070.00,SPXW260618P07070000,373.8,0,290.2,291.5,0,0.1366,-0.6839,0.0009,34
Thu Jun 18 2026,SPX260618C07075000,79.23,9.98,76.2,77.6,164,0.1352,0.3106,0.0009,1918,7075.00,SPX260618P07075000,323.6,-7.6,291.9,293.9,1,0.1356,-0.6897,0.0009,804
Thu Jun 18 2026,SPXW260618C07075000,74.3,4.4,77.4,78.3,3,0.1359,0.3116,0.0009,148,7075.00,SPXW260618P07075000,449.1,0,293,294.4,0,0.1361,-0.6887,0.0009,82
Thu Jun 18 2026,SPX260618C07080000,77.6,10.1,74.3,75.8,4,0.1348,0.3058,0.0009,198,7080.00,SPX260618P07080000,562.38,0,295,297.1,0,0.1352,-0.6945,0.0009,121
Thu Jun 18 2026,SPXW260618C07080000,65.4,0,75.5,76.4,0,0.1355,0.3068,0.0009,74,7080.00,SPXW260618P07080000,496.39,0,296.3,297.5,0,0.1355,-0.6935,0.0009,12
Thu Jun 18 2026,SPX260618C07085000,0,0,72.5,74,0,0.1344,0.301,0.0009,0,7085.00,SPX260618P07085000,294.7,294.7,298.1,300.2,2,0.1347,-0.6993,0.0009,2
Thu Jun 18 2026,SPX260618C07090000,75.6,11.45,70.6,72.2,10,0.1339,0.2962,0.0009,297,7090.00,SPX260618P07090000,335.1,0,301.2,303.4,0,0.1344,-0.7041,0.0009,14
Thu Jun 18 2026,SPXW260618C07090000,75.93,11.13,71.8,72.7,28,0.1346,0.2972,0.0009,99,7090.00,SPXW260618P07090000,425.6,0,299.2,305.6,0,0.1342,-0.703,0.0009,17
Thu Jun 18 2026,SPX260618C07095000,72.7,72.7,68.8,70.4,22,0.1335,0.2915,0.0009,20,7095.00,SPX260618P07095000,329.4,329.4,304.4,306.5,1,0.1339,-0.7089,0.0009,1
Thu Jun 18 2026,SPX260618C07100000,68.68,7.78,67.1,68.6,6868,0.1331,0.2867,0.0009,21865,7100.00,SPX260618P07100000,498.89,0,307.4,309.4,0,0.1334,-0.7136,0.0009,3662
Thu Jun 18 2026,SPXW260618C07100000,70.8,9.2,68.2,69.1,182,0.1338,0.2878,0.0008,626,7100.00,SPXW260618P07100000,347.18,0,305.6,312,0,0.1333,-0.7125,0.0008,64
Thu Jun 18 2026,SPX260618C07110000,65,7.2,63.7,65.2,61,0.1323,0.2773,0.0008,511,7110.00,SPX260618P07110000,306.6,-47.7,314.1,316.1,4,0.1326,-0.723,0.0008,60
Thu Jun 18 2026,SPXW260618C07110000,67.35,8.85,64.8,65.7,67,0.1329,0.2784,0.0008,139,7110.00,SPXW260618P07110000,375.1,0,312.5,318.5,0,0.1327,-0.7219,0.0008,8
Thu Jun 18 2026,SPX260618C07120000,61.68,6.83,60.4,61.9,16,0.1314,0.268,0.0008,203,7120.00,SPX260618P07120000,585.38,0,320.7,322.9,0,0.1318,-0.7323,0.0008,37
Thu Jun 18 2026,SPXW260618C07120000,62.8,7.3,61.5,62.4,16,0.1322,0.2691,0.0008,82,7120.00,SPXW260618P07120000,396.2,0,318.6,325.2,0,0.1317,-0.7312,0.0008,10
Thu Jun 18 2026,SPX260618C07125000,62.8,9.4,58.8,60.3,346,0.1311,0.2634,0.0008,2765,7125.00,SPX260618P07125000,714.68,0,324.1,326.1,0,0.1315,-0.737,0.0008,755
Thu Jun 18 2026,SPXW260618C07125000,63.02,9.02,60,60.8,8,0.1318,0.2645,0.0008,177,7125.00,SPXW260618P07125000,417.46,0,321.9,328.5,0,0.1312,-0.7358,0.0008,60
Thu Jun 18 2026,SPX260618C07130000,61,9.05,57.3,58.8,290,0.1307,0.2588,0.0008,621,7130.00,SPX260618P07130000,358.43,0,327.5,329.5,0,0.131,-0.7416,0.0008,29
Thu Jun 18 2026,SPXW260618C07130000,62.2,9.6,58.4,59.3,9,0.1314,0.26,0.0008,44,7130.00,SPXW260618P07130000,374.3,0,325.3,331.9,0,0.1308,-0.7403,0.0008,17
Thu Jun 18 2026,SPX260618C07140000,56,6.7,54.3,55.7,39,0.13,0.2497,0.0008,227,7140.00,SPX260618P07140000,614,0,334.4,336.4,0,0.1303,-0.7507,0.0008,51
Thu Jun 18 2026,SPXW260618C07140000,50.97,0,55.4,56.2,0,0.1307,0.2509,0.0008,122,7140.00,SPXW260618P07140000,430.45,0,332.6,338.9,0,0.1304,-0.7494,0.0008,21
Thu Jun 18 2026,SPX260618C07150000,52.3,5.7,51.4,52.8,885,0.1293,0.2407,0.0008,9255,7150.00,SPX260618P07150000,367.98,0,341.4,343.3,0,0.1296,-0.7596,0.0008,2385
Thu Jun 18 2026,SPXW260618C07150000,55.74,8.54,52.5,53.3,79,0.13,0.242,0.0008,439,7150.00,SPXW260618P07150000,437.3,0,339.1,345.9,0,0.1294,-0.7583,0.0008,29
Thu Jun 18 2026,SPX260618C07160000,52.6,8.45,48.6,49.9,51,0.1285,0.2319,0.0008,366,7160.00,SPX260618P07160000,630.49,0,348.6,350.8,0,0.1289,-0.7684,0.0008,18
Thu Jun 18 2026,SPXW260618C07160000,43,-1.65,49.7,50.6,15,0.1293,0.2332,0.0008,95,7160.00,SPXW260618P07160000,0,0,346.2,353,0,0.1286,-0.7671,0.0008,0
Thu Jun 18 2026,SPX260618C07170000,47.82,6.07,46,47.3,15,0.1279,0.2232,0.0008,159,7170.00,SPX260618P07170000,382.62,0,355.9,358,0,0.1282,-0.7771,0.0008,7
Thu Jun 18 2026,SPXW260618C07170000,48,5.75,47.1,47.9,1,0.1287,0.2246,0.0008,73,7170.00,SPXW260618P07170000,394.2,0,354,360.3,0,0.1283,-0.7758,0.0008,3
Thu Jun 18 2026,SPX260618C07175000,48.1,7.5,44.7,46,8,0.1276,0.2189,0.0008,881,7175.00,SPX260618P07175000,324.2,0,359.5,361.7,0,0.1279,-0.7814,0.0008,417
Thu Jun 18 2026,SPXW260618C07175000,40.4,-0.75,45.8,46.6,15,0.1284,0.2203,0.0008,109,7175.00,SPXW260618P07175000,495.3,0,357.6,364,0,0.1279,-0.78,0.0008,29
Thu Jun 18 2026,SPX260618C07180000,43.85,4.4,43.5,44.7,8,0.1272,0.2147,0.0008,272,7180.00,SPX260618P07180000,0,0,363.2,365.4,0,0.1277,-0.7857,0.0008,4
Thu Jun 18 2026,SPXW260618C07180000,45.5,5.55,44.5,45.4,16,0.1281,0.2161,0.0008,93,7180.00,SPXW260618P07180000,0,0,360.8,367.7,0,0.1273,-0.7842,0.0008,0
Thu Jun 18 2026,SPX260618C07190000,42.41,5.16,41.1,42.3,15,0.1267,0.2063,0.0008,257,7190.00,SPX260618P07190000,407.23,0,370.8,372.9,0,0.1271,-0.794,0.0008,8
Thu Jun 18 2026,SPXW260618C07190000,44.97,7.17,42.1,43,2,0.1274,0.2077,0.0008,99,7190.00,SPXW260618P07190000,363.6,0,368.2,375.2,0,0.1267,-0.7926,0.0008,4
Thu Jun 18 2026,SPX260618C07200000,40.04,5.85,38.8,40.1,915,0.1262,0.1981,0.0007,15849,7200.00,SPX260618P07200000,371.89,-49.26,378.4,380.6,20,0.1266,-0.8022,0.0007,4365
Thu Jun 18 2026,SPXW260618C07200000,40.98,5.23,39.8,40.6,112,0.1269,0.1996,0.0007,633,7200.00,SPXW260618P07200000,412.02,0,375.8,383.1,0,0.1263,-0.8007,0.0007,43
Thu Jun 18 2026,SPX260618C07210000,39.57,6.27,36.6,37.9,1,0.1256,0.1901,0.0007,263,7210.00,SPX260618P07210000,425.41,0,386.1,388.3,0,0.126,-0.8102,0.0007,25
Thu Jun 18 2026,SPXW260618C07210000,31.85,-1.9,37.6,38.4,2,0.1264,0.1916,0.0007,51,7210.00,SPXW260618P07210000,0,0,383.4,390.6,0,0.1255,-0.8087,0.0007,0
Thu Jun 18 2026,SPX260618C07220000,37.81,6.41,34.5,35.8,2,0.1251,0.1823,0.0007,594,7220.00,SPX260618P07220000,373.31,0,394,396.1,0,0.1256,-0.8181,0.0007,13
Thu Jun 18 2026,SPXW260618C07220000,30.82,0,35.5,36.3,0,0.1259,0.1838,0.0007,41,7220.00,SPXW260618P07220000,683.64,0,391.2,398.5,0,0.125,-0.8165,0.0007,1
Thu Jun 18 2026,SPX260618C07225000,36.65,6.2,33.5,34.8,52,0.1248,0.1784,0.0007,1779,7225.00,SPX260618P07225000,577.44,0,397.9,400.1,0,0.1252,-0.8219,0.0007,145
Thu Jun 18 2026,SPXW260618C07225000,35.62,4.67,34.5,35.3,5,0.1257,0.18,0.0007,304,7225.00,SPXW260618P07225000,592.32,0,395.2,402.4,0,0.1248,-0.8203,0.0007,55
Thu Jun 18 2026,SPX260618C07230000,32.1,2.5,32.6,33.9,2,0.1247,0.1746,0.0007,187,7230.00,SPX260618P07230000,341.08,0,401.9,404.1,0,0.125,-0.8257,0.0007,12
Thu Jun 18 2026,SPXW260618C07230000,31,0,33.5,34.3,0,0.1254,0.1762,0.0007,57,7230.00,SPXW260618P07230000,692.56,0,399.1,406.4,0,0.1245,-0.8241,0.0007,4
Thu Jun 18 2026,SPX260618C07240000,28.92,0,30.7,32,0,0.1242,0.1672,0.0007,208,7240.00,SPX260618P07240000,609.3,0,409.9,412.1,0,0.1245,-0.8331,0.0007,4
Thu Jun 18 2026,SPXW260618C07240000,28.3,-0.05,31.7,32.4,1,0.1249,0.1688,0.0007,102,7240.00,SPXW260618P07240000,0,0,407.1,414.5,0,0.124,-0.8315,0.0007,3
Thu Jun 18 2026,SPX260618C07250000,31.7,3.65,29,30.2,20,0.1238,0.16,0.0007,9553,7250.00,SPX260618P07250000,623.9,0,418.1,420.3,0,0.1242,-0.8404,0.0007,2090
Thu Jun 18 2026,SPXW260618C07250000,31.99,5.19,29.9,30.6,5,0.1245,0.1616,0.0007,437,7250.00,SPXW260618P07250000,490.48,0,415.2,422.6,0,0.1236,-0.8387,0.0007,26
Thu Jun 18 2026,SPX260618C07260000,29.45,4.5,27.3,28.5,3,0.1234,0.153,0.0006,69,7260.00,SPX260618P07260000,480,0,426.3,428.5,0,0.1238,-0.8474,0.0006,23
Thu Jun 18 2026,SPXW260618C07260000,30.63,5.38,28.2,28.9,40,0.1241,0.1546,0.0006,120,7260.00,SPXW260618P07260000,497.66,0,423.4,430.8,0,0.1231,-0.8457,0.0006,0
Thu Jun 18 2026,SPX260618C07270000,23.47,0,25.7,26.9,0,0.1231,0.1462,0.0006,1481,7270.00,SPX260618P07270000,404.65,0,431.9,438.4,0,0.1232,-0.8542,0.0006,25
Thu Jun 18 2026,SPXW260618C07270000,10.83,0,26.5,27.2,0,0.1237,0.1479,0.0006,148,7270.00,SPXW260618P07270000,0,0,432.2,439.2,0,0.1231,-0.8524,0.0006,0
Thu Jun 18 2026,SPX260618C07275000,26.2,3.45,24.9,26,2006,0.1228,0.1428,0.0006,2897,7275.00,SPX260618P07275000,369,0,436.1,443.2,0,0.1233,-0.8575,0.0006,118
Thu Jun 18 2026,SPXW260618C07275000,27.67,4.52,25.8,26.4,1,0.1236,0.1446,0.0006,71,7275.00,SPXW260618P07275000,637.79,0,435.8,443.4,0,0.1225,-0.8557,0.0006,20
Thu Jun 18 2026,SPX260618C07280000,26.6,4.5,24.2,25.4,2,0.1227,0.1396,0.0006,164,7280.00,SPX260618P07280000,370.4,0,440.3,447.2,0,0.1229,-0.8608,0.0006,3
Thu Jun 18 2026,SPXW260618C07280000,22.4,-0.1,25,25.7,1,0.1234,0.1413,0.0006,96,7280.00,SPXW260618P07280000,0,0,440.6,447.6,0,0.1228,-0.859,0.0006,0
Thu Jun 18 2026,SPX260618C07290000,24.8,4,22.8,23.9,1,0.1224,0.1332,0.0006,1075,7290.00,SPX260618P07290000,420.3,0,448.8,455.4,0,0.1224,-0.8671,0.0006,2
Thu Jun 18 2026,SPXW260618C07290000,20.65,-0.55,23.6,24.2,1,0.1231,0.135,0.0006,87,7290.00,SPXW260618P07290000,0,0,449.2,456.1,0,0.1226,-0.8653,0.0006,0
Thu Jun 18 2026,SPX260618C07300000,23.4,3.75,21.5,22.5,420,0.1221,0.1271,0.0006,14689,7300.00,SPX260618P07300000,500.3,0,458,464.1,0,0.1227,-0.8732,0.0006,3524
Thu Jun 18 2026,SPXW260618C07300000,23.9,3.85,22.2,22.9,374,0.1228,0.1289,0.0006,882,7300.00,SPXW260618P07300000,658.47,0,457.7,464.7,0,0.1222,-0.8714,0.0006,72
Thu Jun 18 2026,SPX260618C07310000,17.28,-1.27,20.1,21.3,16,0.1218,0.1212,0.0006,298,7310.00,SPX260618P07310000,389.2,0,465.9,472.6,0,0.1217,-0.8792,0.0006,7
Thu Jun 18 2026,SPXW260618C07310000,22.47,3.57,21,21.6,10,0.1226,0.123,0.0006,55,7310.00,SPXW260618P07310000,0,0,465.6,473.4,0,0.1214,-0.8772,0.0006,0
Thu Jun 18 2026,SPX260618C07320000,19.85,2.4,18.9,20.1,29,0.1216,0.1155,0.0005,215,7320.00,SPX260618P07320000,538.3,0,474.7,481.3,0,0.1215,-0.8848,0.0005,4
Thu Jun 18 2026,SPXW260618C07320000,18.83,1.03,19.8,20.4,7,0.1223,0.1174,0.0005,29,7320.00,SPXW260618P07320000,0,0,474.4,482.1,0,0.1212,-0.8829,0.0005,0
Thu Jun 18 2026,SPX260618C07325000,20.6,3.65,18.4,19.5,1331,0.1215,0.1128,0.0005,2439,7325.00,SPX260618P07325000,491,-35.7,479.4,486.2,1,0.1222,-0.8876,0.0005,57
Thu Jun 18 2026,SPXW260618C07325000,17.33,0.03,19.2,19.8,1,0.1223,0.1146,0.0005,145,7325.00,SPXW260618P07325000,395,0,478.7,486.5,0,0.121,-0.8856,0.0005,35
Thu Jun 18 2026,SPX260618C07330000,19.9,3.4,17.8,18.9,18,0.1213,0.1101,0.0005,275,7330.00,SPX260618P07330000,526.78,0,483,490.1,0,0.1209,-0.8903,0.0005,1
Thu Jun 18 2026,SPXW260618C07330000,16.86,0.06,18.6,19.2,1,0.1221,0.112,0.0005,82,7330.00,SPXW260618P07330000,0,0,483.1,491,0,0.121,-0.8883,0.0005,0
Thu Jun 18 2026,SPX260618C07340000,16.45,0,16.7,17.9,0,0.1211,0.1048,0.0005,145,7340.00,SPX260618P07340000,527.1,0,492.2,499.6,0,0.1216,-0.8955,0.0005,1
Thu Jun 18 2026,SPX260618C07350000,16.5,1.9,16,16.8,395,0.1212,0.0999,0.0005,4239,7350.00,SPX260618P07350000,718.53,0,501.7,508.1,0,0.1216,-0.9005,0.0005,804
Thu Jun 18 2026,SPXW260618C07350000,17.82,2.82,16.6,17.1,41,0.1218,0.1018,0.0005,245,7350.00,SPXW260618P07350000,707.06,0,501.4,508.8,0,0.1212,-0.8985,0.0005,23
Thu Jun 18 2026,SPX260618C07360000,15.78,1.88,14.8,15.9,141,0.1208,0.0951,0.0005,708,7360.00,SPX260618P07360000,424.86,0,510.2,516.9,0,0.1208,-0.9053,0.0005,0
Thu Jun 18 2026,SPX260618C07370000,6.9,0,14,15,0,0.1208,0.0905,0.0004,117,7370.00,SPX260618P07370000,537.4,0,519.2,526.5,0,0.1212,-0.9098,0.0004,17
Thu Jun 18 2026,SPX260618C07375000,14.95,2.2,13.6,14.6,1665,0.1208,0.0883,0.0004,4631,7375.00,SPX260618P07375000,643.8,0,523.3,530.5,0,0.1202,-0.912,0.0004,61
Thu Jun 18 2026,SPXW260618C07375000,12.63,-0.37,14.3,14.8,1,0.1215,0.0903,0.0004,112,7375.00,SPXW260618P07375000,629.07,0,523.4,531.5,0,0.1204,-0.91,0.0004,9
Thu Jun 18 2026,SPX260618C07380000,12.34,0,13.2,14.2,0,0.1208,0.0862,0.0004,171,7380.00,SPX260618P07380000,478,0,528.3,535.1,0,0.1206,-0.9142,0.0004,1
Thu Jun 18 2026,SPX260618C07390000,13.56,1.91,12.4,13.4,24,0.1206,0.082,0.0004,120,7390.00,SPX260618P07390000,0,0,537.4,545,0,0.1214,-0.9183,0.0004,0
Thu Jun 18 2026,SPX260618C07400000,12.12,1.25,11.7,12.6,2069,0.1206,0.0781,0.0004,16250,7400.00,SPX260618P07400000,830,0,547.2,553.6,0,0.1214,-0.9222,0.0004,1106
Thu Jun 18 2026,SPXW260618C07400000,13.11,1.81,12.3,12.8,11,0.1213,0.0801,0.0004,187,7400.00,SPXW260618P07400000,782.36,0,546.3,554.7,0,0.1207,-0.9202,0.0004,12
Thu Jun 18 2026,SPX260618C07425000,11.2,1.6,10.1,11,8,0.1206,0.0691,0.0004,1392,7425.00,SPX260618P07425000,496.7,0,569.4,576.7,0,0.1201,-0.9312,0.0004,11
Thu Jun 18 2026,SPXW260618C07425000,11.4,1.6,10.7,11.2,31,0.1215,0.0711,0.0004,119,7425.00,SPXW260618P07425000,670.64,0,569.5,577.7,0,0.1205,-0.9292,0.0004,4
Thu Jun 18 2026,SPX260618C07450000,9.7,1.35,8.9,9.6,730,0.1211,0.0612,0.0003,6760,7450.00,SPX260618P07450000,569.8,0,593.7,600.2,0,0.1216,-0.9391,0.0003,508
