Date,Spot,vol_T0.1_K0.5,vol_T0.1_K0.6,vol_T0.1_K0.7,vol_T0.1_K0.8,vol_T0.1_K0.9,vol_T0.1_K1.0,vol_T0.1_K1.1,vol_T0.1_K1.2,vol_T0.1_K1.3,vol_T0.1_K1.4,vol_T0.1_K1.5,vol_T0.3_K0.5,vol_T0.3_K0.6,vol_T0.3_K0.7,vol_T0.3_K0.8,vol_T0.3_K0.9,vol_T0.3_K1.0,vol_T0.3_K1.1,vol_T0.3_K1.2,vol_T0.3_K1.3,vol_T0.3_K1.4,vol_T0.3_K1.5,vol_T0.6_K0.5,vol_T0.6_K0.6,vol_T0.6_K0.7,vol_T0.6_K0.8,vol_T0.6_K0.9,vol_T0.6_K1.0,vol_T0.6_K1.1,vol_T0.6_K1.2,vol_T0.6_K1.3,vol_T0.6_K1.4,vol_T0.6_K1.5,vol_T0.9_K0.5,vol_T0.9_K0.6,vol_T0.9_K0.7,vol_T0.9_K0.8,vol_T0.9_K0.9,vol_T0.9_K1.0,vol_T0.9_K1.1,vol_T0.9_K1.2,vol_T0.9_K1.3,vol_T0.9_K1.4,vol_T0.9_K1.5,vol_T1.2_K0.5,vol_T1.2_K0.6,vol_T1.2_K0.7,vol_T1.2_K0.8,vol_T1.2_K0.9,vol_T1.2_K1.0,vol_T1.2_K1.1,vol_T1.2_K1.2,vol_T1.2_K1.3,vol_T1.2_K1.4,vol_T1.2_K1.5,vol_T1.5_K0.5,vol_T1.5_K0.6,vol_T1.5_K0.7,vol_T1.5_K0.8,vol_T1.5_K0.9,vol_T1.5_K1.0,vol_T1.5_K1.1,vol_T1.5_K1.2,vol_T1.5_K1.3,vol_T1.5_K1.4,vol_T1.5_K1.5,vol_T1.8_K0.5,vol_T1.8_K0.6,vol_T1.8_K0.7,vol_T1.8_K0.8,vol_T1.8_K0.9,vol_T1.8_K1.0,vol_T1.8_K1.1,vol_T1.8_K1.2,vol_T1.8_K1.3,vol_T1.8_K1.4,vol_T1.8_K1.5,vol_T2.0_K0.5,vol_T2.0_K0.6,vol_T2.0_K0.7,vol_T2.0_K0.8,vol_T2.0_K0.9,vol_T2.0_K1.0,vol_T2.0_K1.1,vol_T2.0_K1.2,vol_T2.0_K1.3,vol_T2.0_K1.4,vol_T2.0_K1.5
2026-04-10,6824.660200000001,0.7474739958666665,0.6189549907285714,0.48676209957333333,0.3627453438399999,0.25536275739333325,0.15848186800000003,0.13332047748000003,0.19175314128,0.2519295509266667,0.3093808088599999,0.3657623122352942,0.6272136556613066,0.5186444889515789,0.41639984353118764,0.3228114366266664,0.24274231587096673,0.1688994607692308,0.15564322998258065,0.1684965713738171,0.21999749770746013,0.25485245208131146,0.29138288930023676,0.6364860700356941,0.5467107475816073,0.45602052130000004,0.36188945392364547,0.267199101848421,0.18496204114285714,0.20129309613180335,0.2281110970650636,0.25275922569180564,0.2806800175882096,0.30495272144395813,0.6362023600115083,0.547399004727636,0.45723136796388386,0.3680706801935318,0.2772260359340846,0.19125701505714288,0.21129165420623158,0.2358866913859583,0.259330343103844,0.2820236075718425,0.305862674502964,0.6602269628567554,0.5483009829759453,0.4583119394195779,0.3677519883461604,0.27859130057580844,0.19535609528087433,0.2137079647637299,0.2364012292317284,0.2595033345625144,0.2840376405217502,0.30871110296420734,0.6523859579952742,0.5468345416351632,0.4600880177162811,0.3692248741115196,0.27836173050675816,0.19826013216612023,0.2134721153596129,0.23767830058130057,0.26221260654053635,0.2868051056633915,0.313390402412571,0.2052,0.5640202529507491,0.4589331645996002,0.37100095240822295,0.28013780880346145,0.20083997145934065,0.21585326660008675,0.24038757255932258,0.2649218785185583,0.2914844051117552,0.31570084680350274,0.2052,0.5587929163764284,0.4579555370390788,0.3715206013442979,0.2813218610012636,0.20220464178901099,0.21765944791876804,0.2421937538780039,0.26801864132815156,0.29434770610085165,0.3168450077839482
